Product_ID,Product_Title,Product_Type,Product_Published_At,Product_Variant_Id,Variant_Price,Variant_Inventory_Quantity,Variant_Created_At,Product_Created_At,Body_Html,Variant_Title,Option_Names,Option_Values,Image_Ids,Image_Sources
8791274389739,Lavender Showers Box,Ready To Gift,2024-11-22T17:06:51Z,45984418169067,36.0,12,2024-11-22T17:06:51Z,2024-11-22T17:06:51Z,"<p data-mce-fragment=""1"" class=""p1""><meta charset=""utf-8""><span>Experience relaxation with our Lavender Showers Box- the perfect gift for anyone who loves the soothing and calming scent of lavender. This carefully curated box features:</span></p>
<ul>
<li><span>Lavender &amp; Sage Soap</span></li>
<li><span>Relax Shower Steamer</span></li>
<li><span>Dream Shower Steamer</span></li>
<li><span>Lavender Vanilla Candle </span></li>
<li><span>Signature Lip Balm</span></li>
</ul>
<p><meta charset=""utf-8""><span>To make this box</span><span> an extra special treat, all you need to do is choose a card from our selection of beautiful designs. Each card is handwritten with your personalized message to add that special touch to your gift.</span></p>",Default Title,Title,Default Title,39843850518763,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/3_d69627cd-21d5-44b1-8c45-fbdcc44ed0a8.png?v=1724703004
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427256043,16.0,12,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Lavender Vanilla,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427288811,16.0,13,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Fresh Cut Roses,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427321579,16.0,10,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",White Tea,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427354347,16.0,22,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Farmhouse,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427387115,16.0,5,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Blackberry Sage,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427419883,16.0,5,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Cashmere Plum,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427452651,16.0,20,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Christmas Hearth,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427485419,16.0,0,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Frozen Pine,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427518187,16.0,6,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Iced Gingersnap,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8790312354027,Mini Candle Gift Box,,2024-11-21T02:00:45Z,45980427550955,16.0,0,2024-11-21T02:00:46Z,2024-11-21T02:00:45Z,"<p>Make gift giving easy by choosing from our selection of soy candles. These perfectly wrapped Mini Candle Gift Boxes are perfect for any candle lover. This gift box includes:</p>
<ul>
<li>8 Ounce Tin Candle<br>
</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field. </p>",Apple Cider Donut,Candle,Lavender Vanilla,43483822391531,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/174B9442-95FA-4054-819F-5D89CC7DC352.jpg?v=1732238447
8789088338155,Mini Shower Gift Box,,2024-11-21T02:04:17Z,45975994892523,16.5,27,2024-11-19T18:31:33Z,2024-11-19T18:31:32Z,"<p>One of our best sellers, this gift box is a thoughtful yet effortless gift including your shower essentials. Pair a beautifully hand poured artisan soap with the aromatherapy of a shower steamer. This box includes your choice of:</p>
<ul>
<li>Artisan Soap </li>
<li>Shower Steamer</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field.</p>",Lavender & Sage / Relax,Shower Steamer,Relax,43483823898859,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/9CF84054-5E11-4C6C-883B-1571A637F5C6.jpg?v=1732238473
8789088338155,Mini Shower Gift Box,,2024-11-21T02:04:17Z,45976025956587,16.5,27,2024-11-19T18:48:30Z,2024-11-19T18:31:32Z,"<p>One of our best sellers, this gift box is a thoughtful yet effortless gift including your shower essentials. Pair a beautifully hand poured artisan soap with the aromatherapy of a shower steamer. This box includes your choice of:</p>
<ul>
<li>Artisan Soap </li>
<li>Shower Steamer</li>
<li>Lip Balm</li>
<li>Handwritten Greeting Card</li>
</ul>
<p>If you would like to leave the card blank, please indicate ""Blank"" under the text field.</p>",Lavender & Sage / Dream,Shower Steamer,Relax,43483823898859,https://cdn.shopify.com/s/files/1/0652/2866/9163/files/9CF84054-5E11-4C6C-883B-1571A637F5C6.jpg?v=1732238473
