Product_ID,Product_Title,Product_Type,Product_Published_At,Product_Variant_Id,Variant_Price,Variant_Inventory_Quantity,Variant_Created_At,Product_Created_At
7380636893261,Thanks giving card,,2024-11-28T08:59:57Z,41444062167117,44.0,88,2024-11-28T08:59:58Z,2024-11-28T08:59:57Z
7380636336205,Newyear Card,,2024-11-28T08:58:57Z,41444061544525,16.0,72,2024-11-28T08:58:58Z,2024-11-28T08:58:57Z
7380635680845,Card,,2024-11-28T08:58:03Z,41444060856397,5.0,55,2024-11-28T08:58:05Z,2024-11-28T08:58:03Z
7380634435661,Blue Box,,2024-11-28T08:46:58Z,41444058890317,15.0,22,2024-11-28T08:46:59Z,2024-11-28T08:46:58Z
7380633288781,Festive box,,2024-11-28T08:46:05Z,41444058562637,10.0,22,2024-11-28T08:46:06Z,2024-11-28T08:46:05Z
7380633256013,Gift box,,2024-11-28T08:44:55Z,41444058497101,5.0,88,2024-11-28T08:44:56Z,2024-11-28T08:44:55Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239973453,200.0,20,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239940685,80.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239907917,50.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239776845,200.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239744077,150.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239711309,140.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239875149,300.0,0,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239842381,210.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239809613,200.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326240071757,500.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326240038989,450.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326240006221,300.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z
